Product Name,PLU,UOM,Step,Rating,Rates Count,Price,Property Clarification,Weight,Nutrients Protein,Nutrients Fat,Nutrients Carbs,Nutrients Calories,Score
Круассаны 7 Days Мини с кремом Какао 265г,4332026,шт,1.0,4.94,15829,,265 г,265.0,6.0,26.0,46.0,448.0,4.67
Круассаны 7Days мини Кокосовый Десерт с кремом со вкусом кокоса 265г,4370840,шт,1.0,4.86,4508,,265 г,265.0,6.0,27.0,45.0,455.0,3.0
Рулет бисквитный Красная Цена клубничный 200г,3207531,шт,1.0,4.91,19201,40.99,200 г,200.0,4.0,16.0,55.0,360.0,6.67
Рулет Шарлиз бисквитный с кремом вареная сгущенка 200г,4371112,шт,1.0,4.88,2702,69.99,200 г,200.0,4.0,17.0,63.0,420.0,5.67
Круассаны 7 Days мини c кремом Ваниль 265г,4332029,шт,1.0,4.92,6579,,265 г,265.0,6.0,26.0,46.0,448.0,6.0
Круассан 7 Days с кремом какао 65г,86940,шт,1.0,4.93,8417,,65 г,65.0,7.0,28.0,42.0,452.0,5.33
Кремобон Сдобная Особа Классический 380г,4102507,шт,1.0,4.9,3415,274.99,380 г,380.0,5.0,18.0,52.0,390.0,5.33
Круассаны 7 Days Мини c кремом Вареная сгущенка 265г,4332022,шт,1.0,4.91,4358,,265 г,265.0,7.0,26.0,47.0,454.0,7.0
Круассаны 7 Days Мини c начинкой Клубника 265г,4332023,шт,1.0,4.88,3487,,265 г,265.0,6.0,16.0,54.0,388.0,6.0
Рулет Сдобная Особа с маковой начинкой 400г,26037,шт,1.0,4.9,4360,289.99,400 г,400.0,7.5,18.0,50.0,390.0,6.0
Пирожное Milka с шоколадной начинкой и кусочками молочного шоколада бисквитное 175г,4346485,шт,1.0,4.92,2001,,175 г,175.0,5.2,20.0,55.0,427.0,3.67
Набор пирожных Медвежонок Барни бисквитных с игрушкой 120г,4369811,шт,1.0,4.95,743,,120 г,120.0,5.9,15.0,59.0,396.0,6.33
Зефир Шарлиз бело-розовый 180г,4101229,шт,1.0,4.9,10378,99.99,180 г,180.0,1.0,0.1,80.0,330.0,5.33
Жевательный мармелад Mixbar фруктово-ягодный в ассортименте 70г,3978871,шт,1.0,4.91,11410,43.99,70 г,70.0,5.5,0.2,73.0,320.0,6.0
Мармелад Fruittella Медвежата жевательный 70г,2108128,шт,1.0,4.93,9817,87.99,70 г,70.0,6.0,0.1,73.0,320.0,5.67
Зефир Красная Цена ванильный 180г,3466802,шт,1.0,4.91,12741,59.99,180 г,180.0,1.0,0.0,81.0,310.0,7.0
Мармелад Mix Bar жевательный со вкусом колы 70г,3980249,шт,1.0,4.88,10867,43.99,70 г,70.0,5.5,0.0,72.0,310.0,6.0
Пастила Шарлиз Белевская классическая без добавления сахара 100г,4049946,шт,1.0,4.91,5258,,100 г,100.0,4.0,0.0,65.0,276.0,8.0
Маршмеллоу Шарлиз мини 150г,4266203,шт,1.0,4.91,8119,109.99,150 г,150.0,3.5,0.1,79.0,330.0,6.0
Маршмеллоу Mixbar с ароматом клубники 100г,4266204,шт,1.0,4.93,10992,,100 г,100.0,3.5,0.1,79.0,330.0,4.0
Зефир Шарлиз глазированный ваниль 240г,3406629,шт,1.0,4.9,7110,175.99,240 г,240.0,1.1,7.1,75.8,370.0,5.0
Мармелад Fruit-tella Змеи XXL жевательный 70г,2108134,шт,1.0,4.93,7917,87.99,70 г,70.0,5.0,0.2,76.0,330.0,4.67
Мармелад Шарлиз Французский сад желейный 300г,4255500,шт,1.0,4.93,6478,,300 г,300.0,0.0,0.0,80.0,320.0,6.0
Мармелад Бон Пари Duo Стильная Капибара со вкусом тропических фруктов жевательный 65г,4368690,шт,1.0,4.89,2759,,65 г,65.0,6.8,0.15,74.0,330.0,4.67
Пастила Шармэль Ваниль 221г,7662,шт,1.0,4.92,4011,,221 г,221.0,0.3,0.0,79.5,325.0,7.33
Мармелад Fruittella Крутой микс жевательный 150г,3694097,шт,1.0,4.93,7093,137.99,150 г,150.0,6.0,0.1,73.0,320.0,3.67
Мармелад Chupa Chups Страйпсы cо вкусом клубники 120г,4208928,шт,1.0,4.93,7838,184.99,120 г,120.0,2.0,2.0,79.0,350.0,4.0
Зефир Шармэль Ваниль 255г,9919,шт,1.0,4.9,2778,197.99,255 г,255.0,1.0,0.0,78.6,324.0,5.0
Зефир Шарлиз Белёвский Антоновка ручной работы 250г,4152129,шт,1.0,4.88,4732,229.99,250 г,250.0,1.0,0.0,79.0,320.0,6.5
Мармелад MixBar Злючки Змеючки Кислый вкус жевательный 140г,4122147,шт,1.0,4.89,7107,,140 г,140.0,8.0,0.0,70.0,310.0,5.67
Жевательный мармелад Chupa Chups Роллсы с Апельсиново-лимонным вкусом кислые 150г,4121693,шт,1.0,4.92,7121,184.99,150 г,150.0,0.4,0.5,86.0,360.0,4.67
Мармелад Mixbar Веселые мишки жевательный 140г,4082523,шт,1.0,4.89,8226,,140 г,140.0,8.0,0.0,70.0,310.0,4.33
Мармелад Бон Пари Кислые червячки жевательный 75г,43332,шт,1.0,4.92,5496,81.99,75 г,75.0,4.5,0.01,79.0,341.0,4.0
Мармелад Chupa Chups Фансы с фруктовым вкусом 150г,4122124,шт,1.0,4.92,6617,175.99,150 г,150.0,0.1,0.8,83.0,340.0,3.67
Зефир Шармэль Классический в шоколаде 250г,10795,шт,1.0,4.93,3894,,250 г,250.0,2.5,10.0,65.6,368.0,5.33
Мармелад Шарлиз желейный со вкусом абрикоса 300г,3139443,шт,1.0,4.89,4306,109.99,300 г,300.0,0.0,0.0,83.0,330.0,4.33
Зефир Коломенский яблочный 250г,4274721,шт,1.0,4.85,2692,,250 г,250.0,1.5,0.0,80.0,330.0,5.67
Мармелад Шарлиз желейный глазированный 250г,3908962,шт,1.0,4.9,4214,,250 г,250.0,1.0,7.0,76.0,370.0,4.0
Пастила Вкус & Польза Яблоко и малина фруктовая 27г,4376028,шт,1.0,4.9,649,,27 г,27.0,1.0,1.5,78.0,350.0,7.67
Пастила Шарлиз Белевская классическая 200г,4152130,шт,1.0,4.91,3863,239.99,200 г,200.0,1.0,0.0,74.0,296.0,7.67
Пастила Красная Цена со вкусом ванили 180г,3955802,шт,1.0,4.87,4100,46.99,180 г,180.0,0.5,0.0,84.0,340.0,5.0
Зефир Шарлиз с ароматом ванили,3936545,кг,0.2,4.89,5509,549.99,Цена за 1 кг,200.0,1.1,7.1,75.8,370.0,5.33
Мармелад Бон Пари Дуо Роял Корги со вкусом тропических коктейлей жевательный 100г,4314146,шт,1.0,4.88,3950,,100 г,100.0,6.8,0.15,74.0,330.0,4.33
Мармелад Fruit-tella Yo!rms жевательный со вкусом йогурта и фруктов клубники персика и лимона 138г,3981396,шт,1.0,4.91,4238,,138 г,138.0,6.5,0.2,80.0,340.0,6.33
Мармелад Fruit-tella Звери Mix жевательный апельсин-яблоко-лимон-клубника-малина 150г,3485963,шт,1.0,4.91,3613,137.99,150 г,150.0,6.0,0.1,74.0,320.0,6.0
Мармелад Бон Пари Кислые змейки жевательный фигурный фрукты 120г,3928270,шт,1.0,4.9,2962,,120 г,120.0,4.5,0.0,79.0,341.0,5.67
Пастила Шарлиз со вкусом клюквы 220 г,3418182,шт,1.0,4.88,1276,107.99,220 г,220.0,0.5,0.0,84.0,340.0,5.67
Набор кондитерских изделий Fruit-Tella Письмо Волшебнику 199г,4363403,шт,1.0,4.87,1183,,199 г,199.0,1.5,0.2,92.0,390.0,5.67
Мармелад Бон Пари Машины жевательный фрукты 75г,2127571,шт,1.0,4.92,2485,81.99,75 г,75.0,5.3,0.11,76.0,330.0,4.67
Маршмеллоу Reeel Карамель на палочке 15г,4357633,шт,1.0,4.82,960,49.99,15 г,15.0,3.2,0.1,79.0,330.0,4.33
"Мармелад Sweet Box Апельсин, яблоко, клубника, персик, манго в ассортименте 10г",4113957,шт,1.0,4.89,4524,,10 г,10.0,6.0,0.0,77.0,332.0,4.67
"Мармелад Sweet Box Апельсин, яблоко, клубника, персик, манго в ассортименте 10г",4113958,шт,1.0,4.91,4371,,10 г,10.0,6.0,0.0,77.0,332.0,4.67
Лента фруктовая Reeel Малина 15г,4347919,шт,1.0,4.78,235,,15 г,15.0,0.6,0.0,78.0,315.0,7.0
"Мармелад Reeel Яблоко, вишня, банан фруктовый с витамином Е, цинком и селеном 15г",4347916,шт,1.0,4.83,101,,15 г,15.0,0.9,1.6,74.1,332.0,6.67
Лента фруктовая Reeel Манго 15г,4347918,шт,1.0,4.75,229,,15 г,15.0,0.8,0.0,78.0,315.0,6.0
Вафли Яшкино глазированные с орешками 200г,2126636,шт,1.0,4.93,19769,83.99,200 г,200.0,6.0,32.0,56.0,540.0,5.67
Вафли Яшкино шоколадные 300г,2126687,шт,1.0,4.93,13052,109.99,300 г,300.0,6.0,31.0,60.0,540.0,5.0
Вафли Коровка Топленое молоко 300г,3607404,шт,1.0,4.94,9063,212.99,300 г,300.0,7.5,30.0,58.0,530.0,6.0
Трубочки Яшкино Ореховые вафельные 190г,3267941,шт,1.0,4.93,11856,87.99,190 г,190.0,5.5,22.0,65.0,480.0,6.0
Вафли БКК Коломенское сливочные традиционные 200г,4183329,шт,1.0,4.92,7112,,200 г,200.0,6.0,24.0,65.0,500.0,8.0
Трубочки Эссен Продакшн хрустящие со вкусом сгущенного молока 400г,3469477,шт,1.0,4.92,8018,,400 г,400.0,6.0,17.0,66.0,440.0,5.0
Вафли БКК Коломенское с халвой 200г,4183331,шт,1.0,4.93,7431,79.99,200 г,200.0,7.5,18.0,67.0,460.0,6.67
Вафли Акульчев Мяфли сдобные 310г,3680624,шт,1.0,4.91,6456,186.99,310 г,310.0,6.1,27.9,48.5,470.0,6.67
Вафли Яшкино в шоколадной глазури 200г,2126653,шт,1.0,4.92,10515,83.99,200 г,200.0,5.5,30.0,58.0,520.0,6.0
Вафли Dr. Gerard в молочном шоколаде 28.5г,4090303,шт,1.0,4.94,7903,40.99,29 г,29.0,6.5,31.0,55.0,529.0,5.0
Вафли Коломенское Каприччио 200г,4183330,шт,1.0,4.92,9700,86.99,200 г,200.0,5.5,23.0,65.0,490.0,6.67
Вафли Яшкино Тонкие с кокосовым кремом 144г,4306729,шт,1.0,4.92,4800,70.99,144 г,144.0,5.5,31.0,60.0,540.0,6.67
Вафли Яшкино с вареной сгущенкой 300г,2126677,шт,1.0,4.92,8908,109.99,300 г,300.0,5.0,27.0,63.0,520.0,4.0
Вафли Эссен Продакшн Вертушки-веснушки шоколад 400г,3668256,шт,1.0,4.92,4827,157.99,400 г,400.0,4.5,28.0,60.0,510.0,6.67
Рулетики Яшкино вафельные со вкусом сгущенного молока 160г,3429358,шт,1.0,4.92,4177,84.99,160 г,160.0,5.5,25.0,64.0,500.0,5.0
Торт вафельный Шоколадница Классическая 240г,2131109,шт,1.0,4.89,4994,,240 г,240.0,10.9,32.0,55.0,548.0,6.67
Торт вафельный Шоколадница с фундуком 230г,4243232,шт,1.0,4.87,2445,239.99,230 г,230.0,8.5,37.0,49.0,560.0,6.33
Вафли Яшкино арахисовые 200г,4298601,шт,1.0,4.9,3983,103.99,200 г,200.0,13.0,34.0,48.0,550.0,7.0
Вафли Яшкино Лимон-лайм 300г,3429181,шт,1.0,4.9,3663,,300 г,300.0,4.5,31.0,61.0,540.0,5.0
Торт вафельный Шоколадница с арахисом 400г,4243234,шт,1.0,4.88,1516,269.99,400 г,400.0,10.0,32.0,50.0,590.0,5.67
Вафельные рулеты Услада Кот Федот со вкусом и ароматом сгущенного молока 400г,4120696,шт,1.0,4.91,5684,176.99,400 г,400.0,6.0,17.0,72.0,476.0,5.33
Вафли Коломенские с орехами 200г,3922229,шт,1.0,4.89,3267,86.99,200 г,200.0,8.0,24.0,61.0,490.0,6.67
Вафли Bryankonfi Лимонные 190г,3931619,шт,1.0,4.89,2198,59.99,190 г,190.0,4.9,29.2,61.3,528.0,7.33
Вафли Брянконфи Шоколадные 190г,4087303,шт,1.0,4.88,1934,64.99,190 г,190.0,5.7,30.1,58.7,529.0,7.0
Вафли Брянконфи Сливочные 190г,4087302,шт,1.0,4.91,798,64.99,190 г,190.0,4.7,30.5,60.5,536.0,7.33
Торт вафельный Шоколадница с миндалем 230г,4243233,шт,1.0,4.82,291,234.99,230 г,230.0,7.5,32.0,49.0,510.0,6.33
Жевательная резинка Orbit White нежная мята 13.6г,3439786,шт,1.0,4.94,19186,36.99,14 г,14.0,0.0,0.0,58.0,140.0,3.0
Жевательная резинка Orbit White Bubblemint 13.6г,3426700,шт,1.0,4.94,17328,36.99,14 г,14.0,0.0,0.0,62.0,150.0,4.0
"Жевательная резинка Mentos Pure Fresh со вкусом вишни 15,5г",4347283,шт,1.0,4.93,14580,29.99,16 г,16.0,0.4,2.0,74.0,200.0,3.67
Жевательная резинка Dirol Арбузно-дынный коктейль без сахара 13.6г,2083382,шт,1.0,4.93,14243,,14 г,14.0,0.4,0.3,66.0,170.0,3.67
Жевательная резинка Mentos Pure Fresh Свежая мята 15.5г,3936416,шт,1.0,4.95,15172,35.99,16 г,16.0,0.7,0.1,73.0,180.0,3.33
Жевательная резинка Dirol White Мята 13.6г,3641933,шт,1.0,4.93,13726,,14 г,14.0,0.4,0.9,63.0,167.0,5.0
Жевательная резинка Mentos Pure Fresh виноград 15.5г,4032912,шт,1.0,4.94,14986,35.99,16 г,16.0,0.3,1.5,68.0,180.0,3.0
Жевательная резинка Mentos Нежная мята 15.5г,3936418,шт,1.0,4.94,9323,35.99,16 г,16.0,0.5,0.2,67.0,170.0,5.0
Жевательная резинка Orbit Сладкая мята подушечки 13.6г,15212,шт,1.0,4.93,14696,36.99,14 г,14.0,0.0,0.0,65.0,160.0,3.67
Жевательная резинка Dirol Клубника-черешня без сахара 13.6г,3445784,шт,1.0,4.91,13692,,14 г,14.0,0.3,1.2,73.0,194.0,3.67
Жевательная резинка Dirol Мята без сахара 13.6г,3257582,шт,1.0,4.93,12032,,14 г,14.0,0.5,0.7,69.0,181.0,3.67
Жевательная резинка Канди Клаб Bomba Roll 12г в ассортименте 1шт.,4278378,шт,1.0,4.89,11139,29.99,12 г,12.0,0.0,1.4,65.0,273.0,3.33
"Жевательная резинка Mentos Pure Fresh Тутти Фрутти, 15.5г",3936417,шт,1.0,4.94,14688,35.99,15 г,15.0,0.0,0.1,74.0,180.0,4.0
Жевательная резинка Dirol Colors XXL ассорти фруктовых вкусов 19г,3612241,шт,1.0,4.93,9683,,19 г,19.0,0.5,4.0,71.2,225.0,4.33
Жевательная резинка Mentos Pure Fresh Арбуз 15.5г,4042408,шт,1.0,4.95,12476,35.99,16 г,16.0,0.3,1.0,69.0,180.0,3.0
Жевательная резинка Orbit Освежающая мята 13.6г,72157,шт,1.0,4.93,10242,36.99,14 г,14.0,0.0,0.0,61.0,150.0,3.67
Жевательная резинка Dirol Арбузная свежесть без сахара 13.6г,2083379,шт,1.0,4.94,14793,,14 г,14.0,0.4,0.0,68.0,181.0,5.0
Жевательная резинка Orbit клубника-банан 13.6г,3341070,шт,1.0,4.93,9355,36.99,14 г,14.0,0.0,0.0,68.0,170.0,3.0
Жевательная резинка Orbit сочный арбуз 13.6г,24276,шт,1.0,4.93,11510,36.99,14 г,14.0,0.0,0.0,69.0,170.0,3.67
Жевательная резинка Eclipse ледяная вишня 13.6г,2111640,шт,1.0,4.94,7393,50.99,14 г,14.0,0.0,0.0,62.0,150.0,3.33
Жевательная резинка Dirol Тропический Коктейль без сахара со вкусом тропических фруктов 13.6г,4133000,шт,1.0,4.9,6335,,14 г,14.0,0.4,1.0,70.0,186.0,5.67
Жевательная резинка Dirol Fresh со вкусом клубники без сахара 13.6г,4363972,шт,1.0,4.9,7867,,14 г,14.0,0.4,1.7,69.0,190.0,3.67
