plu,name,uom,step,rating,prices,property_clarification,nutrients,ingredients,desirability
4266548,Каша Красная Цена овсяная с клубникой быстрого приготовления 35г,шт,1.0,"{'rating_average': 4.91, 'rates_count': 8248}","[{'value': '6.99', 'placement_type': 'regular_primary'}]",35 г,"[{'value': '9.8', 'text': 'белки'}, {'value': '4.5', 'text': 'жиры'}, {'value': '62.0', 'text': 'углеводы'}, {'value': '340.0', 'text': 'ккал'}]","хлопья овсяные, сахар, клубника сушеная, соль, ароматизатор натуральный «Клубника». Может содержать следы молока, орехов",2
2111806,Смесь сухая Maggi На второе для котлет 54г,шт,1.0,"{'rating_average': 4.93, 'rates_count': 4706}","[{'value': '79.99', 'placement_type': 'regular_primary'}]",54 г,"[{'value': '9.9', 'text': 'белки'}, {'value': '4.2', 'text': 'жиры'}, {'value': '60.0', 'text': 'углеводы'}, {'value': '325.0', 'text': 'ккал'}]","Сухари панировочные из хлебных сухарей (пшеничная мука (содержит глютен), вода, дрожжи, соль), сушеные овощи (лук репчатый, чеснок (порошок)), пшеничная мука (содержит глютен), йодированная соль (соль, йодат калия), подсолнечное масло,  специи молотые и зелень сушеная (перец чёрный, петрушка, майоран).  

Продукт может содержать молоко, сельдерей.",1
4312266,Тушка цыпленка Петелинка 1 сорта охлажденная,кг,2.0,"{'rating_average': 4.9, 'rates_count': 5732}","[{'value': '229.99', 'placement_type': 'regular_primary'}]",Цена за 1 кг,"[{'value': '16.0', 'text': 'белки'}, {'value': '14.0', 'text': 'жиры'}, {'value': '0.0', 'text': 'углеводы'}, {'value': '190.0', 'text': 'ккал'}]",тушка цыпленка-бройлера 1-го сорта,8
3474487,Слойка с сосиской замороженная п/ф 90г,шт,1.0,"{'rating_average': 4.83, 'rates_count': 41}","[{'value': '45.99', 'placement_type': 'regular_primary'}]",90 г,"[{'value': '7.0', 'text': 'белки'}, {'value': '19.0', 'text': 'жиры'}, {'value': '36.0', 'text': 'углеводы'}, {'value': '340.0', 'text': 'ккал'}]","Мука пшеничная хлебопекарная в/с, мясной продукт - изделие колбасное вареное: сосиска категории Б (фарш куриный, вода питьевая, шкура свиная, посолочно-нитратная смесь (соль, фиксатор окраски Е250), соль комплексная пищевая добавка (загуститель Е401, уплотнитель Е516, растительная клетчатка (цитрусовая), стабилизатор Е450iii) декстроза, усилитель вкуса и аромата Е621, регуляторы кислотности (Е451(i), Е450(iii), горчичный порошок, экстракты (мускатный орех, черный перец), натуральный краситель Е120), вода питьевая, маргарин для слоеного теста (масла растительные рафинированные дезодорированные, в том числе переэтерифицированные: пальмовое и его фракции, подсолнечное, вода, эмульгаторы (Е471, Е475, соевый лецитин), соль, консервант Е202, регулятор кислотности Е330, ароматизатор, краситель Е160а), сахар, дрожжи хлебопекарные прессованные, соль пищевая. комплексная пищевая добавка - улучшитель для хлебобулочных изделий (мука пшеничная, эмульгаторы (Е472е, Е471), разрыхлители (Е341ii, Е500ii), технологические вспомогательные средства (ферменты (грибная и бактериальная амилаза и гемицеллюлаза), вещество для обработки  муки Е300), сухая пшеничная клейковина, сыворотка молочная деминерализованная сухая (подсырная), меланж яичный сухой, комплексные пищевые добавки: 1) хлебопекарный улучшитель (мука пшеничная хлебопекарная в/с, клейковина пшеничная сухая, эмульгатор Е472е, регулятор кислотности Е341, загуститель Е412, технологические вспомогательные средства: ферментные препараты микробного происхождения, антиокислитель Е300); 2) улучшитель для хлебобулочных и мучных кондитерских изделий (мука пшеничная термообработанная, эмульгаторы (Е481, Е472е), ароматизатор, неактивные дрожжи, агенты антислеживающие (Е170, Е341iii), вещество для обработки муки Е300, технологические вспомогательные средства (ферменты (грибная и бактериальная аимлаза и и гемицеллюлаза)).

Продукт содержит глютен, молоко (включая лактозу), сою, яйца, горчицу и продукты и х переработки. Возможное содержание кунжута, орехов и продуктов их переработки.",2
3383509,Варенье Варенька абрикосовое 380 г,шт,1.0,"{'rating_average': 4.9, 'rates_count': 3774}","[{'value': '144.99', 'placement_type': 'promotional_primary'}, {'value': '199.99', 'placement_type': 'regular_secondary'}]",380 г,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '63.0', 'text': 'углеводы'}, {'value': '252.0', 'text': 'ккал'}]","сахар, абрикос",2
1860,Напиток Coca-Cola газированный 2л,шт,1.0,"{'rating_average': 4.9, 'rates_count': 5121}","[{'value': '279.99', 'placement_type': 'regular_primary'}]",2 л,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '10.6', 'text': 'углеводы'}, {'value': '42.0', 'text': 'ккал'}]","очищенная вода, сахар, краситель сахарный колер IV, регулятор кислотности ортофосфорная кислота, натуральные ароматизаторы, кофеин (менее 150 мг/k)",1
4380593,Смесь овощная Морозко Гавайская замороженная 400г,шт,1.0,"{'rating_average': 4.83, 'rates_count': 377}","[{'value': '99.99', 'placement_type': 'regular_primary'}]",400 г,"[{'value': '6.5', 'text': 'белки'}, {'value': '2.0', 'text': 'жиры'}, {'value': '45.0', 'text': 'углеводы'}, {'value': '220.0', 'text': 'ккал'}]","Рис бланшированный, перец сладкий резаный, зеленый горошек, сладкая кукуруза.",6
3612241,Жевательная резинка Dirol Colors XXL ассорти фруктовых вкусов 19г,шт,1.0,"{'rating_average': 4.93, 'rates_count': 9640}","[{'value': '44.99', 'price_signature': '/от 4 шт', 'placement_type': 'promotional_primary'}, {'value': '59.99', 'placement_type': 'regular_secondary'}]",19 г,"[{'value': '0.5', 'text': 'белки'}, {'value': '4.0', 'text': 'жиры'}, {'value': '71.2', 'text': 'углеводы'}, {'value': '225.0', 'text': 'ккал'}]","Подсластители (сорбит, изомальт, мальтитный сироп, ксилит, маннит, аспартам, ацесульфам калия, сукралоза), резиновая основа, ароматизаторы, регуляторы кислотности (Е 330, Е 296, Е 334), агенты влагоудерживающие (Е 422, Е 1518), загуститель (Е 414), эмульгаторы (лецитин подсолнечный, Е 472а), красители (Е 171, Е 160а, Е 160с, Е 120, Е 133), масло растительное (кокосовое), глазирователь (Е 903), антиокислитель (Е 321).",1
4087801,Сардельки Мясная ферма Говяжьи оригинальные 400г,шт,1.0,"{'rating_average': 4.84, 'rates_count': 5360}","[{'value': '179.99', 'placement_type': 'regular_primary'}]",400 г,"[{'value': '11.0', 'text': 'белки'}, {'value': '20.0', 'text': 'жиры'}, {'value': '3.0', 'text': 'углеводы'}, {'value': '236.0', 'text': 'ккал'}]","Говядина, вода, филе грудок куриных, мясо птицы механической обвалки куриное, жир говяжий, соевый белок, крахмал картофельный, соль, молоко сухое обезжиренное, смесь посолочно-нитритная (соль, фиксатор окраски нитрит натрия), регуляторы кислотности: трифосфаты, ацетаты натрия, цитраты натрия; масло растительное, сахар, усилители вкуса и аромата: Е621, Е635; антиокислитель аскорбиновая кислота, лук сушеный, экстракты пряностей, краситель кармины. 

На предприятии используются горчица, злаки, молоко, яйца, сельдерей, соя и продукты их переработки.",4
4329958,Шоколад Alpen Gold Фундук и изюм молочный 80г,шт,1.0,"{'rating_average': 4.94, 'rates_count': 21413}","[{'value': '87.99', 'placement_type': 'regular_primary'}]",80 г,"[{'value': '5.4', 'text': 'белки'}, {'value': '25.0', 'text': 'жиры'}, {'value': '60.0', 'text': 'углеводы'}, {'value': '495.0', 'text': 'ккал'}]","Сахар, изюм, какао тертое, масло какао, сыворотка сухая молочная, молоко сухое цельное, фундук обжаренный дробленый, жир молочный, молоко сухое обезжиренное, эмульгаторы (лецитин соевый, Е476), ароматизатор.

Может содержать следы арахиса, других орехов и пшеницы.",3
3361891,Филе сельди Fish House с приправами в масле 250 г,шт,1.0,"{'rating_average': 4.9, 'rates_count': 9805}","[{'value': '175.99', 'placement_type': 'regular_primary'}]",250 г,"[{'value': '19.0', 'text': 'белки'}, {'value': '18.0', 'text': 'жиры'}, {'value': '0.0', 'text': 'углеводы'}, {'value': '240.0', 'text': 'ккал'}]","филе сельди, масло растительное, соль, комплексная пищевая добавка (регуляторы кислотности: глюконо-дельта-лактон, цитрат натрия, винная кислота, лимонная кислота; усилитель вкуса глутамат натрия), смесь пряностей, консерванты: бензоат натрия, сорбат калия",6
3693580,Пицца Рестория Ассорти замороженная 350г,шт,1.0,"{'rating_average': 4.64, 'rates_count': 4759}","[{'value': '259.99', 'placement_type': 'regular_primary'}]",350 г,"[{'value': '7.0', 'text': 'белки'}, {'value': '6.5', 'text': 'жиры'}, {'value': '30.0', 'text': 'углеводы'}, {'value': '210.0', 'text': 'ккал'}]","мука пшеничная хлебопекарная высший сорт, вода, соус томатный (томаты, томатная паста, вода, сахар, соль, загуститель Е1422, регулятор кислотности лимонная кислота, специи, пряности, консерванты: Е202, Е211), сыр (молоко, нормализованное пастеризованное, соль поваренная пищевая, закваски бактериальные (основная заквасная микрофлора - мезофильные микроорганизмы), ферментный препарат животного происхождения лизоцим, пищевые добавки: краситель натуральный пищевой Аннато, уплотнитель хлорид кальция, консервант нитрит натрия), сервелат (мясо, грудки курицы, шпик, мясо птицы механической обвалки, вода, шкура свиная, смесь молочных белков, (сухое молоко, мальтодекстрин, молочный белок, лактоза), соль, крахмал пшеничный, белок животный (свиной), пряности (перец черный, кориандр, чеснок, паприка), ароматизаторы, стабилизатор (дигидролифосфат натрия), регулятор кислотности (трифосфат натрия (5-замещенный)), усилитель вкуса и аромата (глутамат натрия 1-замещенный), антиокислитель (изокарбонат натрия), гемоглобин, красители (кармины, красный рисовый) фиксатор окраски (нитрит натрия)), грибы (шампиньоны), ветчина (свинина, вода, филе грудки курицы, шкура свиная, соевый белок, крахмал картофельный декстроза, соль, загустители (каррапинан и его натриевая, калиевая, аммонийная соли, включая фицеллеран, ксантовая камедь), стабилизаторы дигидропирофосфат натрия, полифосват натрия), регуляторы кислотности (ацетат натрия, цитрат натрия 3-замещенный, диацетат натрия), антиокислитель (изоаскорбат натрия), усилитель вкуса и аромата (глутомат натрия 1-замещенный), экстракты натуральных специй (перец черный, перец белый, мускатный орех, кардамон, чеснок), ароматизатор, краситель (кармины), гемоглобин, фиксатор окраски (нитрит натрия)), масло растительное, соль, сахар, дрожжи хлебопекарные, чеснок, орегано",4
4008044,"Спагетти Зерница высший сорт, 500г",шт,1.0,"{'rating_average': 4.93, 'rates_count': 14839}","[{'value': '54.99', 'placement_type': 'regular_primary'}]",500 г,"[{'value': '10.5', 'text': 'белки'}, {'value': '1.0', 'text': 'жиры'}, {'value': '71.0', 'text': 'углеводы'}, {'value': '340.0', 'text': 'ккал'}]","мука из твердой пшеницы для макаронных изделий, вода питьевая.",8
3404292,Свинина тушеная Йошкар-Олинский МК люкс 325г,шт,1.0,"{'rating_average': 4.91, 'rates_count': 5107}","[{'value': '179.99', 'placement_type': 'promotional_primary'}, {'value': '239.99', 'placement_type': 'regular_secondary'}]",325 г,"[{'value': '16.0', 'text': 'белки'}, {'value': '18.0', 'text': 'жиры'}, {'value': '0.0', 'text': 'углеводы'}, {'value': '230.0', 'text': 'ккал'}]","свинина, лук репчатый сушеный, соль пищевая, лист лавровый, перец черный молотый. Массовая доля мяса и жира - не менее 59%. На предприятии используется мясо птицы, конина, говядина, горчица, кунжут соя, глютен, крахмал, молоко, яйцо, мускатный орех и продукты их переработки в связи с чем продукт может содержать их следы",6
4204122,Вафли мягкие Шарлиз Черника с суфле и начинкой 144г,шт,1.0,"{'rating_average': 4.91, 'rates_count': 6035}","[{'value': '74.79', 'price_signature': '/от 2 шт', 'placement_type': 'promotional_primary'}, {'value': '87.99', 'placement_type': 'regular_secondary'}]",144 г,"[{'value': '5.0', 'text': 'белки'}, {'value': '22.0', 'text': 'жиры'}, {'value': '52.0', 'text': 'углеводы'}, {'value': '430.0', 'text': 'ккал'}]","Продукты яичные (меланж), сахар, вода питьевая, мука пшеничная общего назначения (содержит глютен), масло подсолнечное высокоолеиновое рафинированное дезодорированное, патока, начинка фруктовая «Черничная» (черника, сахар, сироп глюкозный, загуститель-пектины, регулятор кислотности—кислота лимонная, консервант—сорбиновая кислота, ароматизатор «Черника», краситель — кармины); жир кондитерский (масло рафинированное дезодорированное, в том числе гидрогенизированное (подсолнечное); продукт молочный сгущенный с сахаром (сыворотка молочная концентрированная, сахар (сахароза, лактоза), молоко цельное); сыворотка молочная сухая, влагоудерживающий агент-глицерин, сироп глюкозный, соль пищевая, продукты яичные (белок яичный сухой), желирующий агент—агар, разрыхлители: гидрокарбонат аммония, гидрокарбонат натрия; ароматизатор «Ваниль», эмульгатор—лецитин соевый, консервант—сорбиновая кислота, регуляторы кислотности: молочная кислота, лимонная кислота",1
25369,Коктейль Parmalat Caffe Latte молочный с кофе 2.3% БЗМЖ 500мл,шт,1.0,"{'rating_average': 4.87, 'rates_count': 556}","[{'value': '109.99', 'placement_type': 'regular_primary'}]",500 мл,"[{'value': '3.1', 'text': 'белки'}, {'value': '2.3', 'text': 'жиры'}, {'value': '11.3', 'text': 'углеводы'}, {'value': '78.0', 'text': 'ккал'}]","нормализованное молоко, сахар-песок, кофе натуральный растворимый, стабилизаторы: цитрат калия, каррагинан",4
4329337,Пломбир Сарафаново Ванильный 12% БЗМЖ 70г,шт,1.0,"{'rating_average': 4.9, 'rates_count': 6729}","[{'value': '70.99', 'placement_type': 'regular_primary'}]",70 г,"[{'value': '4.5', 'text': 'белки'}, {'value': '12.0', 'text': 'жиры'}, {'value': '26.0', 'text': 'углеводы'}, {'value': '230.0', 'text': 'ккал'}]","Мороженое (сливки, вода, молоко цельное сгущенное с сахаром (нормализованное молоко, сахароза, лактоза), сахар, молоко сухое обезжиренное, масло сливочное, патока крахмальная карамельная, эмульгатор моно- и диглицериды жирных кислот, загустители и стабилизаторы: камедь рожкового дерева, гуаровая камедь, каррагинан; ароматизатор ванилин), вафельный стаканчик (мука пшеничная высший сорт, крахмал кукурузный, масло подсолнечное рафинированное дезодорированное, эмульгатор лецитин соевый, меланж яичный сухой, соль пищевая выварочная йодированная (соль пищевая выварочная, йодат калия, агент антислеживающий Е536), разрыхлитель гидрокарбонат натрия). 

Может содержать арахис, орехи и продукты их переработки.",3
3689159,Пакет подарочный Арт и Дизайн в ассортименте 1шт.,шт,1.0,"{'rating_average': 4.95, 'rates_count': 819}","[{'value': '69.99', 'placement_type': 'regular_primary'}]",1 шт,,бумага,2
4235933,Йогурт питьевой Чудо клубника-земляника 1.9% 680мл,шт,1.0,"{'rating_average': 4.94, 'rates_count': 5957}","[{'value': '166.99', 'placement_type': 'regular_primary'}]",680 г,"[{'value': '2.8', 'text': 'белки'}, {'value': '1.9', 'text': 'жиры'}, {'value': '13.9', 'text': 'углеводы'}, {'value': '84.0', 'text': 'ккал'}]","молоко нормализованное, молоко восстановленное (В), сахар, клубника, вода, глюкозно-фруктозный сироп (G), стабилизатор Е1442 (H)* или стабилизатор Е1422 (T)* или кукурузный крахмал (X), ароматизаторы, стабилизатор - пектины (P), краситель - кармины, регуляторы кислотности (лимонная кислота, цитрат натрия 3-замещенный), закваска.*- при использовании данного компонента в маркировке указывается соответствующая ему буква",3
3389322,Майонез Слобода Провансаль оливковый 67% 230мл,шт,1.0,"{'rating_average': 4.94, 'rates_count': 13483}","[{'value': '74.99', 'placement_type': 'regular_primary'}]",230 мл,"[{'value': '0.3', 'text': 'белки'}, {'value': '67.0', 'text': 'жиры'}, {'value': '3.0', 'text': 'углеводы'}, {'value': '620.0', 'text': 'ккал'}]","подсолнечное и оливковое масла, вода, сахар, яичный желток, соль поваренная, лимонный сок, уксус, горчичное масло",2
4336618,Пончик с начинкой со вкусом клубники глазированный Don Donut 65г,шт,1.0,"{'rating_average': 4.85, 'rates_count': 3784}","[{'value': '54.99', 'placement_type': 'regular_primary'}]",65 г,"[{'value': '5.9', 'text': 'белки'}, {'value': '18.7', 'text': 'жиры'}, {'value': '39.0', 'text': 'углеводы'}, {'value': '329.0', 'text': 'ккал'}]","мука пшеничная хлебопекарная высшего сорта, вода, крем на растительных маслах пастеризованный со вкусом «Клубика» (сахар, вода, заменитель молочного жира (смесь дезодорированных растительных масел (подсолнечное, пальмовое), эмульгатор Е 471, антиокислитель (Е306), сыворотка молочная сухая, загуститель Е 1442, краситель Е120, ароматизатор пищевой «Клубника», регулятор кислотности лимонная кислота, консервант сорбат калия), глазурь кондитерская (сахар,  гидрогенезированные растительные жиры (пальмоядровые), сухое обезжиренное молоко, лактоза, эмульгатор Е322 - подсолнечный лецитин, ароматизатор), смесь сухая для дрожжевых пончиков (сахарная. пудра, мука пшеничная, крахмал пшеничный, мука соевая обезжиренная, эмульгаторы: Е471, Е481; соль, желток яичный сухой, регулятор кислотности (Е450i), разрыхлитель (Е500ii), обезжиренное сухое молоко, краситель (Е170) , технологическое вспомогательное средство   ферменты микробного происхождения (протеазы, альфа-амилаза), стабилизатор (Е466), краситель (Е160а), ароматизатор, вещество для обработки муки (Е920), антиокислитель аскорбиновая кислота), изделие кондитерское сахаристое: посыпка декоративная (сахар, масло растительное (пальмовое, подсолнечное), крахмал пшеничный, глюкозный сироп, стабилизатор гуммиарабик, глазирователь шеллак, красители: Е124, Е110, Е102, Е122, Е133; ароматизатор «Ванилин»), дрожжи хлебопекарные прессованные, маргарин (рафинированные дезодорированные масла в натуральном и модифицированном виде (подсолнечное масло, пальмовое масло), вода, эмульгаторы: Е471, Е322; соль пищевая, красители: Е160b, Е100; ароматизатор, регулятор кислотности лимонная кислота), краситель (Е124).
Продукт содержит молочный белок; красители которые могут оказывать отрицательное влияние на активность и внимание детей. Продукт может содержать следы: арахиса, глютена, кунжута, молока, орехов, сои и яиц",3
78001656,Сыр Ламбер 50% Халяль БЗМЖ 500г,кг,0.5,"{'rating_average': 4.94, 'rates_count': 7978}","[{'value': '119.90', 'placement_type': 'promotional_primary'}, {'value': '134.28', 'placement_type': 'regular_secondary'}]",Цена за 100 г,"[{'value': '30.0', 'text': 'белки'}, {'value': '23.7', 'text': 'жиры'}, {'value': '0.0', 'text': 'углеводы'}, {'value': '365.0', 'text': 'ккал'}]","молоко нормализованное, соль поваренная пищевая, консервант-нитрат натрия, краситель-аннато, с использованием бактериального  концентрата мезофильных и термофильных бактерий и молокосвертывающего ферментного препарата микробного происхождения",7
3682413,Говядина Ремит Отборная нарезка варено-копченая 100г,шт,1.0,"{'rating_average': 4.9, 'rates_count': 6113}","[{'value': '153.99', 'placement_type': 'regular_primary'}]",100 г,"[{'value': '16.0', 'text': 'белки'}, {'value': '4.0', 'text': 'жиры'}, {'value': '1.0', 'text': 'углеводы'}, {'value': '100.0', 'text': 'ккал'}]","говядина, вода, крахмал пшеничный, загуститель каррагинан, соль нитритная (соль, фиксатор окраски нитрит натрия), регуляторы кислотности (трифосфат натрия, лактат натрия, ацетат натрия), пшеничные волокна, ароматизатор мяса, соевый белок, усилитель вкуса и аромата глутамат натрия, антиокислители (изоаскорбат натрия, пиросульфит натрия). Производится на предприятии, где также используются горчица, молоко, орехи, пшеница, сельдерей, яйца.",4
3293011,Творог Искренне Ваш 9% БЗМЖ 180г,шт,1.0,"{'rating_average': 4.91, 'rates_count': 5170}","[{'value': '86.99', 'placement_type': 'regular_primary'}]",180 г,"[{'value': '16.0', 'text': 'белки'}, {'value': '9.0', 'text': 'жиры'}, {'value': '3.0', 'text': 'углеводы'}, {'value': '157.0', 'text': 'ккал'}]","А: молоко цельное, молоко обезжиренное, закваска молочнокислых культур; В: молоко цельное, восстановленное молоко, закваска молочнокислых культур",7
4339454,Стейк Самсон из свиной корейки в маринаде охлажденный 400г,шт,1.0,"{'rating_average': 4.88, 'rates_count': 978}","[{'value': '199.99', 'placement_type': 'promotional_primary'}, {'value': '223.99', 'placement_type': 'regular_secondary'}]",400 г,"[{'value': '17.0', 'text': 'белки'}, {'value': '15.0', 'text': 'жиры'}, {'value': '0.0', 'text': 'углеводы'}, {'value': '203.0', 'text': 'ккал'}]","свинина, вода, соль, специи и их экстракты (в т.ч. сельдерей), пищевые волокна, усилитель вкуса и аромата (глутамат натрия 1-замещенный), регуляторы кислотности (ацетаты натрия, цитраты натрия, карбонаты натрия), антиокислитель (лимонная кислота), декстроза, концентрат на основе лимонного сока (сок лимона, консервант - пиросульфит натрия).
Продукт может содержать следы орехов, горчицы, молока, глютена, кунжута, сои, яиц и продукты их переработки",6
4089587,Напиток кофейный MacCoffee Cappuccino di Torino 3в1 растворимый с темным шоколадом 5х25.5г,шт,1.0,"{'rating_average': 4.93, 'rates_count': 4404}","[{'value': '119.99', 'placement_type': 'regular_primary'}]",128 г,"[{'value': '2.9', 'text': 'белки'}, {'value': '9.9', 'text': 'жиры'}, {'value': '83.4', 'text': 'углеводы'}, {'value': '434.0', 'text': 'ккал'}]","сахар, заменитель сливок (сироп глюкозы, гидрогенизированный растительный жир, молочный белок, лактоза, стабилизаторы (Е340ii, E452i), эмульгаторы (Е471, Е481), агент антислеживающий (Е551)), кофе растворимый, ароматизатор (карамель); темный шоколад (сахар, какао тертое, какао-порошок, ароматизатор (ваниль))",2
4223137,Напиток Street газированный 1.5л,шт,1.0,"{'rating_average': 4.93, 'rates_count': 12124}","[{'value': '114.99', 'placement_type': 'regular_primary'}]",1.5 л,"[{'value': '0.0', 'text': 'белки'}, {'value': '0.0', 'text': 'жиры'}, {'value': '4.7', 'text': 'углеводы'}, {'value': '20.0', 'text': 'ккал'}]","вода подготовленная, сахар, регуляторы кислотности (лимонная кислота, цитрат натрия), сок лимона и лайма, растительные экстракты, натуральные ароматизаторы, подсластители (ацесульфам калия, сахарин натриевая соль, натриевая соль цикламовой кислоты), антиокислитель аскорбиновая кислота. 
Содержит сахар и подсластители.",1
3666242,Сырок творожный Ростагроэкспорт с ароматом ванили глазированный 20% 45г,шт,1.0,"{'rating_average': 4.92, 'rates_count': 11011}","[{'value': '33.99', 'placement_type': 'regular_primary'}]",45 г,"[{'value': '7.5', 'text': 'белки'}, {'value': '23.1', 'text': 'жиры'}, {'value': '36.1', 'text': 'углеводы'}, {'value': '382.3', 'text': 'ккал'}]","творог, сахар-песок, глазурь кондитерская (сахар, заменитель масла какао нетемперируемый лауринового типа (фракционированное, гидрогенизированное пальмоядровое масло), какао-порошок, эмульгатор – лецитин соевый, ароматизатор «Ванилин»); масло сливочное, ароматизатор «Ванилин»",2
3439471,Молоко Правильное Молоко пастеризованное 3.2-4% БЗМЖ 2л,шт,1.0,"{'rating_average': 4.92, 'rates_count': 8460}","[{'value': '199.99', 'placement_type': 'promotional_primary'}, {'value': '223.99', 'placement_type': 'regular_secondary'}]",2 л,"[{'value': '3.0', 'text': 'белки'}, {'value': '4.0', 'text': 'жиры'}, {'value': '4.7', 'text': 'углеводы'}, {'value': '67.0', 'text': 'ккал'}]",цельное молоко,6
3982866,Миндаль Mixbar сладкий жареный 100г,шт,1.0,"{'rating_average': 4.89, 'rates_count': 2883}","[{'value': '207.99', 'placement_type': 'regular_primary'}]",100 г,"[{'value': '19.0', 'text': 'белки'}, {'value': '55.0', 'text': 'жиры'}, {'value': '17.0', 'text': 'углеводы'}, {'value': '640.0', 'text': 'ккал'}]",ядра орехов миндаля жареные,7
4257855,"Конфеты Milango Amber с фундуком, карамелью, нугой и молочным шоколадом 125г",шт,1.0,"{'rating_average': 4.92, 'rates_count': 978}","[{'value': '104.99', 'placement_type': 'promotional_primary'}, {'value': '149.99', 'placement_type': 'regular_secondary'}]",125 г,"[{'value': '4.6', 'text': 'белки'}, {'value': '28.8', 'text': 'жиры'}, {'value': '58.0', 'text': 'углеводы'}, {'value': '518.0', 'text': 'ккал'}]","нуга (42%) (растительное масло (пальмовое), сахар, сыворотка молочная сухая, сухое обезжиренное молоко, какао тертое, фундук (4,5%), эмульгатор (подсолнечный лецитин), ароматизатор); карамель (41,5%) (сахар, сироп глюкозы, растительное масло (пальмовое), молоко сухое обезжиренное, влагоудержатель (сорбитол, глицерин), молочный жир, эмульгаторы (моно - и диглицериды жирных кислот, подсолнечный лецитин), соль, какао-масло, регулятор кислотности (бикарбонат натрия), ароматизатор); фундук (9,5%); молочный шоколад (7%) (сахар, какао-масса, молоко сухое цельное, какао-масло, эмульгатор (подсолнечный лецитин), ароматизатор). Молочный шоколад содержит мин. 30% какао-продуктов и мин. 14% молочных продуктов",2
4364662,Лапша Вок с курицей Пятерочка Кафе 250г,шт,1.0,"{'rating_average': 4.8, 'rates_count': 766}","[{'value': '189.99', 'placement_type': 'regular_primary'}]",250 г,"[{'value': '6.9', 'text': 'белки'}, {'value': '8.1', 'text': 'жиры'}, {'value': '14.0', 'text': 'углеводы'}, {'value': '157.0', 'text': 'ккал'}]","лапша отварная [вода, макаронные изделия (пшеничная мука, вода, соль), масло подсолнечное], куриное филе, фасоль стручковая, морковь, соус чили сладкий [сахар, вода, перец чили, соль, чеснок, загуститель кукурузный крахмал, регулятор кислотности уксусная кислота,  загуститель Е415], соус терияки [вода, сахар, соевый соус (вода, соя, пшеница, соль, мука пшеничная), загуститель Е1422, соль, уксус спиртовой, краситель E150a, имбирь молотый, консервант Е202, чесночный порошок, перец красный], соус соевый [вода, соевые бобы, пшеница, соль, сахар], масло подсолнечное, приправа для вок [вода, глюкозно-фруктозный сироп, соль, соевый соус, усилители вкуса и аромата Е621, Е627, Е631, регуляторы кислотности лимонная кислота, Е331, патока, сахар, рыбные экстракты, стабилизатор солодкового корня экстракт, ароматизатор, краситель Е150С, консервант Е202], имбирь, чеснок, кинза, грибы шиитаке, соевый соус темный [вода, соевые бобы, сахар, соль, мука пшеничная], масло кунжутное.",3
4306689,Напиток Yes! Tea Зеленый чай со вкусом манго и ромашки негазированный 1л,шт,1.0,"{'rating_average': 4.9, 'rates_count': 3591}","[{'value': '99.99', 'placement_type': 'regular_primary'}]",1 л,,,1
4254206,Кофе в зернах Fresco Arabica Blend натуральный жареный 1000г,шт,1.0,"{'rating_average': 4.89, 'rates_count': 792}","[{'value': '1249.0', 'placement_type': 'regular_primary'}]",1 кг,"[{'value': '14.0', 'text': 'белки'}, {'value': '15.0', 'text': 'жиры'}, {'value': '30.0', 'text': 'углеводы'}, {'value': '330.0', 'text': 'ккал'}]",кофе натуральный жареных в зернах,2
4157165,Мука Селяночка овсяная 400г,шт,1.0,"{'rating_average': 4.91, 'rates_count': 2280}","[{'value': '59.99', 'placement_type': 'regular_primary'}]",400 г,"[{'value': '13.0', 'text': 'белки'}, {'value': '7.0', 'text': 'жиры'}, {'value': '63.0', 'text': 'углеводы'}, {'value': '370.0', 'text': 'ккал'}]",мука овсяная,5
78005190,Конфеты Bounty,кг,0.2,"{'rating_average': 4.94, 'rates_count': 12000}","[{'value': '63.79', 'placement_type': 'regular_primary'}]",Цена за 100 г,"[{'value': '3.1', 'text': 'белки'}, {'value': '25.0', 'text': 'жиры'}, {'value': '60.3', 'text': 'углеводы'}, {'value': '484.0', 'text': 'ккал'}]","начинка: сушеная мякоть кокоса, сахар, глюкозный сироп (кукурузный, пшеничный), эмульгатор(моно-и диглецириды жирных кислот), регулятор влажности(глицерин), соль, ароматизатор (ванилин), мука пшеничная, молочный шоколад (какао продуктов 27%, сухой молочный остаток- не менее 20%), сахар, какао масло, цельное сухое молоко, какао тертое, лактоза, сухая молочная сыворотка, эмульгатор (соевый лецитин), молочный жир, идентичный натуральному ароматизатор ""ванилин"", молоко сухое обезжиренное",2
3905836,Снежок Авида 2.5% БЗМЖ 430г,шт,1.0,"{'rating_average': 4.93, 'rates_count': 3547}","[{'value': '59.99', 'placement_type': 'regular_primary'}]",430 г,"[{'value': '2.8', 'text': 'белки'}, {'value': '2.5', 'text': 'жиры'}, {'value': '11.0', 'text': 'углеводы'}, {'value': '78.0', 'text': 'ккал'}]","цельное молоко, обезжиренное молоко, сахар с использованием закваски йогуртной",6
