Product Name,PLU,UOM,Step,Rating,Rates Count,Price,Property Clarification,Weight,Nutrients Protein,Nutrients Fat,Nutrients Carbs,Nutrients Calories,Desirability,Score
Творожная масса Милград с шоколадной крошкой 20% БЗМЖ 250г,3690271,шт,1.0,4.87,5159,94.99,250 г,250.0,5.1,20.0,21.8,230.0,3,5.67
Йогурт Вкус & Польза персик-маракуйя 2.8% 315г,4361128,шт,1.0,4.85,2090,91.99,315 г,315.0,3.8,2.8,14.0,95.0,7,7.0
Драже M&M's с арахисом и молочным шоколадом 80г,4162277,шт,1.0,4.95,9094,126.99,80 г,80.0,9.3,24.6,60.0,504.0,2,5.0
Батончик Reeel Тирамису с высоким содержанием белка 35г,4341056,шт,1.0,4.37,169,,35 г,35.0,30.0,10.0,18.0,300.0,6,7.67
Йогурт Вкус & Польза греческий с малиной 3% 190г,4362499,шт,1.0,4.91,1404,107.99,190 г,190.0,6.0,3.0,12.0,99.0,7,7.33
Сало Мясная ферма Белорусское,4055071,кг,0.4,4.87,13529,85.79,Цена за 100 г,400.0,8.0,47.0,0.0,460.0,4,7.33
Творожная масса Милград с курагой 20% БЗМЖ 250г,3690270,шт,1.0,4.86,4311,94.99,250 г,250.0,5.1,20.0,21.8,230.0,3,6.33
Подарок Новогодний сладкий Конти Сэнди 240г,4244297,шт,1.0,4.84,1843,,240 г,240.0,2.5,17.0,69.0,440.0,1,3.33
Батончик Reeel Малиновый чизкейк с высоким содержанием белка 35г,4341055,шт,1.0,4.49,177,129.99,35 г,35.0,30.0,7.0,18.0,270.0,6,7.0
"Конфеты Frutzone Ананас, лимон, малина, черная смородина жевательные",4277256,кг,0.2,4.92,9589,38.49,Цена за 100 г,200.0,0.0,9.0,84.0,420.0,2,5.0
Маршмеллоу Mixbar с ароматом клубники 100г,4266204,шт,1.0,4.93,11024,76.99,100 г,100.0,3.5,0.1,79.0,330.0,2,4.0
Кокосовое молоко Midori 18% 400мл,3649121,шт,1.0,4.74,1161,219.99,400 мл,400.0,1.0,17.3,4.0,172.0,3,8.0
Йогурт Вкус & Польза клубника 2.8% 315г,4361127,шт,1.0,4.82,1583,91.99,315 г,315.0,3.8,2.8,14.0,95.0,7,7.0
Сливки питьевые Parmalat Comfort безлактозные ультрапастеризованные 11% БЗМЖ 500г,4063899,шт,1.0,4.93,1446,218.99,500 г,500.0,2.6,11.0,4.0,125.0,3,8.0
Масса творожная Ростагроэкспорт Особая с сахаром манго и семенами чиа 23% БЗМЖ 180г,4310376,шт,1.0,4.88,3102,142.99,180 г,180.0,7.7,20.9,32.1,347.3,3,6.33
Карбонад Мясная Ферма из свинины копчено-вареный 300г,4327390,шт,1.0,4.9,6054,239.99,300 г,300.0,12.0,18.0,0.0,210.0,4,5.67
Вареники Сытый папа с картошечкой и сливочным маслом 700г,4129190,шт,1.0,4.81,55,,700 г,700.0,4.0,3.0,30.0,160.0,5,5.33
Драже M&M's с молочным шоколадом 80г,4158067,шт,1.0,4.95,6807,126.99,80 г,80.0,5.0,19.0,74.0,493.0,2,5.0
Сладкий подарок Konti Лесная Тайна 150г,4167432,шт,1.0,4.82,1490,,150 г,150.0,1.0,13.0,76.0,430.0,1,3.0
Пастила Шарлиз Белевская классическая без добавления сахара 100г,4049946,шт,1.0,4.91,5309,,100 г,100.0,4.0,0.0,65.0,276.0,2,8.33
Торт Фили-Бейкер Народная птичка бисквитный классический 500г,4001179,шт,1.0,4.86,2188,519.99,500 г,500.0,9.2,14.4,36.3,336.0,2,5.33
Пломбир Коровка из Кореновки крем-брюле стаканчик 15% БЗМЖ 100г,3409339,шт,1.0,4.92,8838,108.99,100 г,100.0,3.0,14.0,19.0,216.0,3,7.67
Ряженка Вкус & Польза термостатная 2.5% БЗМЖ 450г,4363069,шт,1.0,4.83,930,85.99,450 г,450.0,3.0,2.5,4.2,51.0,7,8.0
Горох Скайфуд колотый шлифованный 900г,3232765,шт,1.0,4.9,13429,47.99,900 г,900.0,23.0,1.6,48.1,299.0,8,8.0
Грудинка Останкино Премиум из свинины копчено-вареная 300г,4356314,шт,1.0,4.92,7576,263.99,300 г,300.0,11.0,27.0,0.0,233.0,4,6.33
Кефир Домик в деревне 1% БЗМЖ 900г,3467794,шт,1.0,4.92,5563,86.99,900 г,900.0,3.2,1.0,4.0,38.0,3,6.67
Маршмеллоу Шарлиз мини 150г,4266203,шт,1.0,4.91,7920,,150 г,150.0,3.5,0.1,79.0,330.0,2,4.0
Драже Skittles кисломикс 38г,3299810,шт,1.0,4.94,8262,49.99,38 г,38.0,0.0,4.2,90.0,400.0,2,3.33
Макароны Makfa витки 450г,2110594,шт,1.0,4.94,26631,72.99,450 г,450.0,12.0,1.3,70.5,342.0,8,8.33
Торт Ама Сказочка 450г,4279047,шт,1.0,4.83,4060,359.99,450 г,450.0,5.0,20.0,43.0,374.0,2,5.33
Сметана Вкус & Польза термостатная 10% БЗМЖ 180г,4367187,шт,1.0,4.76,836,55.99,180 г,180.0,2.6,10.0,2.9,112.0,7,6.67
Ребра свиные Мясная Ферма копчено-вареные,4086769,кг,0.6,4.89,8139,59.59,Цена за 100 г,600.0,9.0,33.0,0.0,330.0,4,7.33
"Лапша Доширак быстрого приготовления со вкусом курицы, 90г",53020,шт,1.0,4.93,29485,73.99,90 г,90.0,9.0,19.0,62.0,460.0,3,5.0
Творог Станция Молочная 9% БЗМЖ 400г,4104301,шт,1.0,4.92,5406,175.99,400 г,400.0,16.0,9.0,3.0,160.0,7,7.67
Сыр Вкус & Польза Голландский 45% БЗМЖ,4362608,кг,0.2,4.79,1553,103.9,Цена за 100 г,200.0,26.8,25.2,0.0,334.0,7,7.67
Круассан 7 Days с кремом какао 65г,86940,шт,1.0,4.93,8377,,65 г,65.0,7.0,28.0,42.0,452.0,2,5.0
Творог Станция Молочная обезжиренный БЗМЖ 180г,4065774,шт,1.0,4.91,8702,64.99,180 г,180.0,18.0,0.5,3.3,90.0,3,7.67
Хлопья овсяные Ясно Солнышко №2 500г,2122915,шт,1.0,4.93,7194,98.99,500 г,500.0,13.0,7.0,60.0,380.0,5,8.33
Скир Вкус & Польза Исландский с печеным яблоком 1.2% 150г,4363441,шт,1.0,4.88,1032,,150 г,150.0,9.3,1.2,11.9,96.0,7,7.67
Зефир Шарлиз глазированный ваниль 240г,3406629,шт,1.0,4.9,7005,,240 г,240.0,1.1,7.1,75.8,370.0,2,3.33
Драже M&M’s с арахисом 145г,4157546,шт,1.0,4.93,4442,186.99,145 г,145.0,9.3,24.6,60.0,504.0,2,5.0
Макароны Makfa Спагетти 450г,4208483,шт,1.0,4.94,25895,72.99,450 г,450.0,12.0,1.3,70.5,342.0,8,8.33
Торт Mirel Малиновый Сметанник 650г,4325059,шт,1.0,4.91,3230,679.99,650 г,650.0,3.5,22.0,25.0,310.0,2,4.67
Чечевица Global Village красная 450г,4002383,шт,1.0,4.94,5145,153.99,450 г,450.0,26.0,2.0,65.0,350.0,8,8.0
"Сладкий подарок Медвежонок Барни, Picnic, Oreo Зимнее Ассорти 272г",4248919,шт,1.0,4.91,557,,272 г,272.0,5.3,21.0,67.0,475.0,1,7.0
Колбаса Клинский Докторская ломтики вареная 190г,3639615,шт,1.0,4.9,5320,175.99,190 г,190.0,13.0,16.0,0.0,196.0,4,6.67
Тесто Рестория слоеное дрожжевое 500г,3258079,шт,1.0,4.91,8478,99.99,500 г,500.0,6.0,18.0,40.0,350.0,4,6.67
Паштет Hame с индейкой 105г,3959235,шт,1.0,4.91,9190,,105 г,105.0,7.0,22.0,5.0,230.0,6,6.0
"Макароны Шебекинские спирали №366, 450г",82766,шт,1.0,4.94,23693,63.99,450 г,450.0,13.0,1.5,72.0,350.0,8,8.33
Лапша Доширак Квисти быстрого приготовления со вкусом курицы 70г,96982,шт,1.0,4.92,31188,29.99,70 г,70.0,8.0,17.0,54.0,400.0,3,4.33
Кефир Вкус & Польза термостатный 3.2% БЗМЖ 450г,4363054,шт,1.0,4.84,632,79.99,450 г,450.0,3.0,3.2,4.0,57.0,7,8.33
Кефир Станция Молочная 1% БЗМЖ 430г,3994290,шт,1.0,4.92,8727,48.99,430 г,430.0,3.0,1.0,4.0,35.0,3,8.0
Колбаса Идель Халяль говяжья полукопченая 500г,4116781,шт,1.0,4.88,9078,213.99,500 г,500.0,12.0,19.0,5.0,240.0,5,6.0
Путассу Fish House неразделанная замороженная 800г,3992436,шт,1.0,4.82,3545,134.99,800 г,800.0,19.0,1.0,0.0,85.0,7,6.33
Торт Mirel Тирамису 750г,4174636,шт,1.0,4.89,3574,,750 г,750.0,3.5,11.0,31.0,240.0,2,6.33
Пирожное АМА Корзинка Полянка 50г,4369125,шт,1.0,4.8,3797,59.99,50 г,50.0,2.5,23.0,51.0,420.0,2,3.0
Пирожное Медвежонок Барни бисквитное с шоколадной начинкой 150г,2143824,шт,1.0,4.94,16155,113.99,150 г,150.0,5.0,15.0,55.0,379.0,2,4.0
Сода пищевая 500г,16038,шт,1.0,4.94,25140,39.99,500 г,500.0,0.0,0.0,0.0,0.0,2,1.33
Сыр Вкус & Польза Пармезан молодой фасованный 40% БЗМЖ,4357518,кг,0.3,4.79,1843,,Цена за 100 г,300.0,31.7,25.7,0.0,358.0,7,8.33
Хлопья овсяные Ясно Солнышко №3 350г,2122919,шт,1.0,4.94,5712,92.99,350 г,350.0,12.0,6.0,51.0,310.0,3,8.0
Вода артезианская Societe Minerale питьевая негазированная 5л,3465885,шт,1.0,4.92,7253,89.99,5 л,5000.0,0.0,0.0,0.0,0.0,3,10.0
"Лапша Доширак быстрого приготовления со вкусом говядины, 90г",53019,шт,1.0,4.93,28219,73.99,90 г,90.0,7.0,18.0,63.0,440.0,3,4.33
Кефир Станция Молочная 3.2% БЗМЖ 930г,4002237,шт,1.0,4.92,10269,84.99,930 мл,930.0,3.0,3.2,4.0,57.0,7,8.0
Манка Шебекинская из твердой пшеницы 500г,3637985,шт,1.0,4.94,4987,60.99,500 г,500.0,13.0,1.0,72.0,350.0,8,8.0
Говядина Ремит Отборная нарезка варено-копченая 100г,3682413,шт,1.0,4.9,6113,153.99,100 г,100.0,16.0,4.0,1.0,100.0,4,6.67
Пломбир Золотой Стандарт сэндвич 12% БЗМЖ 69г,3671206,шт,1.0,4.94,7785,99.99,69 г,69.0,5.3,12.5,44.2,311.0,3,6.67
Мука Селяночка рисовая 500г,4156414,шт,1.0,4.94,5567,79.99,500 г,500.0,7.0,1.0,79.0,350.0,5,6.33
Конфеты Fruit-tella Ассорти жевательные 41г,3600817,шт,1.0,4.94,8366,59.99,41 г,41.0,1.0,7.0,83.0,400.0,2,4.33
Сыр Dorblu Classic с голубой плесенью 50% БЗМЖ 100г,3614011,шт,1.0,4.87,218,,100 г,100.0,19.0,29.0,0.0,337.0,5,7.67
Рулет Cuisine Royale Сливочный сыр Маскарпоне бисквитный 200г,4191321,шт,1.0,4.86,4616,115.99,200 г,200.0,5.0,19.0,54.0,400.0,2,6.67
Горох Селяночка колотый шлифованный 800г,4292987,шт,1.0,4.92,5955,79.99,800 г,800.0,23.0,1.0,53.0,310.0,8,8.0
Минтай Fish House филе в кляре 350г,3358562,шт,1.0,4.86,2526,,350 г,350.0,13.0,5.0,13.0,150.0,7,7.33
Паштет Hame Деликатесный с гусиной печенью 105г,3959234,шт,1.0,4.89,8147,,105 г,105.0,6.0,25.0,4.5,260.0,6,6.67
Батончик Soj Kerlli злаковый с бананом в молочном шоколаде 50г,4303683,шт,1.0,4.91,7259,43.99,50 г,50.0,6.1,16.0,65.0,428.0,4,6.0
Мармелад Fruit-tella Змеи XXL жевательный 70г,2108134,шт,1.0,4.93,8111,87.99,70 г,70.0,5.0,0.2,76.0,330.0,2,6.33
Завтрак Хрутка Duo готовый шоколадный обогащенный 230г,4239009,шт,1.0,4.94,5182,129.99,230 мл,230.0,8.5,4.0,73.2,362.0,2,6.0
Макароны Barilla Джирандоле n.34 450г,4037666,шт,1.0,4.95,13142,104.99,450 г,450.0,14.0,2.0,69.7,359.0,8,8.33
Йогурт Вкус & Польза натуральный греческий 4% 190г,4362498,шт,1.0,4.92,671,98.99,190 г,190.0,7.5,4.0,2.5,76.0,7,8.33
Колбаса Клинский Парме сырокопченая полусухая 170г,4347123,шт,1.0,4.88,1201,239.99,170 г,170.0,24.0,35.0,0.0,410.0,4,6.33
Хлеб с семечками замороженный п/ф 400г,3682002,шт,1.0,4.75,24,69.99,400 г,400.0,11.0,8.0,46.0,300.0,4,7.67
Торт Mirel Прага 660г,4188555,шт,1.0,4.88,2991,639.99,660 г,660.0,4.8,24.4,44.3,416.0,2,5.0
Колбаса Идель Кавказская Халяль полукопченая 400г,4353591,шт,1.0,4.92,7130,279.99,400 г,400.0,10.0,25.0,6.0,289.0,5,5.33
Набор кондитерских изделий Славянка Степ Микс №1 новогодний 101г,4368534,шт,1.0,4.81,1280,,101 г,101.0,9.0,29.0,50.0,498.0,1,3.0
Творог Станция Молочная обезжиренный БЗМЖ 200г,3979687,шт,1.0,4.89,4712,88.99,200 г,200.0,18.0,0.0,3.3,85.0,3,8.0
Вода питьевая Сенежская газированная 1.5 л,37169,шт,1.0,4.93,16005,39.99,1.5 л,1500.0,0.0,0.0,0.0,0.0,3,9.67
Тесто Рестория слоеное бездрожжевое 500г,3258078,шт,1.0,4.9,8131,99.99,500 г,500.0,5.5,18.0,38.0,340.0,4,6.67
Хлопья овсяные Русский Продукт Геркулес Монастырский 500г,3421663,шт,1.0,4.93,6165,71.99,500 г,500.0,12.0,6.0,62.0,360.0,5,8.0
Карамель Lenco Единороги леденцовая ассорти вкусов + пазл 25г,4048831,шт,1.0,4.88,3530,,25 г,25.0,0.0,0.0,90.3,361.0,2,4.33
Пирожное бисквитное Медвежонок Барни с молочной начинкой 150г,3276703,шт,1.0,4.95,13188,113.99,150 г,150.0,6.3,15.0,54.0,375.0,2,6.0
Пломбир Станция Молочная в вафельном стаканчике 12% БЗМЖ 90г,4214927,шт,1.0,4.9,6770,59.99,90 г,90.0,3.5,12.0,23.0,210.0,3,7.0
Шницель куриный с картофельным пюре Пятерочка Кафе 250г,4377199,шт,1.0,4.83,61,169.99,250 г,250.0,17.7,4.6,4.6,130.6,3,8.0
Пирожное Mirel профитроли с пломбирным кремом 180г,3481382,шт,1.0,4.87,3994,214.99,180 г,180.0,6.0,19.0,32.0,320.0,2,5.33
Мука Пышечка пшеничная хлебопекарная высшего сорта 2кг,8065,шт,1.0,4.93,5274,116.99,2 кг,2000.0,10.3,1.1,70.6,334.0,5,8.67
Мясо свиное Останкино Праздничное сырокопченое нарезка 100г,4257872,шт,1.0,4.92,8094,99.99,100 г,100.0,19.0,13.0,0.0,193.0,4,7.67
Молоко Простоквашино отборное пастеризованное 3.4-4.5% БЗМЖ 930мл,2085981,шт,1.0,4.94,42108,,930 мл,930.0,2.9,0.0,4.7,61.0,6,8.33
Яйцо куриное Окское столовое С1 10шт.,3062836,шт,1.0,4.93,24717,119.99,10 шт,-1.0,12.7,11.5,0.7,157.0,10,8.67
Завтрак Хрутка готовый шоколадный обогащенный 230г,4239012,шт,1.0,4.94,5018,129.99,230 г,230.0,9.0,2.5,72.3,348.0,2,6.0
Кремобон Сдобная Особа Классический 380г,4102507,шт,1.0,4.9,3503,296.99,380 г,380.0,5.0,18.0,52.0,390.0,2,5.33
Лапша Доширак Квисти со вкусом говядины 70г,96983,шт,1.0,4.91,27613,29.99,70 г,70.0,8.0,17.0,54.0,400.0,3,4.67
Треска атлантическая Borealis филе без кожи замороженная 400г,4119553,шт,1.0,4.87,1246,899.99,400 г,400.0,17.0,1.0,0.0,77.0,7,8.33
Молоко Станция Молочная пастеризованное 3.2% БЗМЖ 1.55л,4200971,шт,1.0,4.94,18701,142.99,1.55 л,1550.0,3.0,3.2,4.7,60.0,7,8.33
Хлеб Пшеничный замороженный п/ф 400г,4163804,шт,1.0,4.38,25,59.99,400 г,400.0,7.5,3.0,48.0,250.0,4,5.67
Крупа Увелка гречневая 500г,4361230,шт,1.0,4.9,4551,,500 г,500.0,13.0,2.5,61.0,340.0,8,8.0
Пирожное Kinder Молочный ломтик 28г,53710,шт,1.0,4.95,35950,,28 г,28.0,7.9,27.9,34.0,422.0,2,4.67
Мармелад Бон Пари Duo Стильная Капибара со вкусом тропических фруктов жевательный 65г,4368690,шт,1.0,4.88,3627,,65 г,65.0,6.8,0.15,74.0,330.0,2,4.33
Драже Skittles с фруктовым вкусом 70г,4125041,шт,1.0,4.94,5285,92.99,70 г,70.0,0.0,4.2,91.7,408.0,2,3.33
Горох Мистраль желтый колотый 900г,3469543,шт,1.0,4.92,4108,124.99,900 г,900.0,20.8,1.4,64.2,317.0,8,7.67
Кислота лимонная Рестория пищевая 80г,4066671,шт,1.0,4.94,17137,,80 г,80.0,0.0,0.0,0.0,0.0,2,7.67
Спагетти Шебекинские №2 тонкие 450г,82760,шт,1.0,4.94,21102,63.99,450 г,450.0,13.0,1.5,72.0,350.0,8,8.33
Набор Lenco Волшебные герои карамель леденцовая со вкусом вишни с татуировкой 12г,4368223,шт,1.0,4.86,1322,43.99,12 г,12.0,0.0,0.0,90.0,360.0,2,4.0
Набор кондитерских изделий Зимняя избушка новогодний подарок 350г,4366829,шт,1.0,4.77,764,,350 г,350.0,2.5,19.0,68.0,450.0,1,3.0
Вода Societe Minerale газированная 1.5л,3370479,шт,1.0,4.93,20610,37.99,1.5 л,1500.0,0.0,0.0,0.0,0.0,3,8.0
Скир Вкус & Польза Исландский натуральный 1.5% БЗМЖ 150г,4363439,шт,1.0,4.85,703,,150 г,150.0,11.0,1.5,3.7,72.0,7,8.33
Колбаски Ближние горки Охотничьи полукопченые,3035242,кг,0.45,4.9,66,155.0,Цена за 100 г,450.0,14.0,46.0,0.0,470.0,4,7.33
Хлопья овсяные Русский Продукт Геркулес традиционный 500г,6752,шт,1.0,4.92,5664,65.99,500 г,500.0,12.0,6.0,62.0,350.0,5,8.0
Пельмени Супермени со сливочным маслом Горячая Штучка 200г,4042247,шт,1.0,4.86,3464,,200 г,200.0,11.0,6.0,20.0,180.0,3,4.0
Напиток Nemoloko овсяный шоколадный 200мл,4269558,шт,1.0,4.9,9904,29.99,200 мл,200.0,1.0,3.2,9.5,70.0,4,7.33
Сырнички Вкус & Польза с вишней 120г,4362581,шт,1.0,4.82,1147,112.99,120 г,120.0,10.0,5.0,23.0,180.0,7,6.67
Лапша быстрого приготовления Роллтон По-домашнему с курицей 85г,3947753,шт,1.0,4.92,29786,,85 г,85.0,7.0,18.0,52.0,400.0,3,3.33
Торт Mirel Сливочная карамель 650г,4359387,шт,1.0,4.89,3071,499.99,650 г,650.0,3.7,11.5,41.3,284.0,2,3.67
Сыр Тысяча Озер легкий 15% БЗМЖ 200г,4029240,шт,1.0,4.85,3164,249.99,200 г,200.0,26.0,14.0,0.0,230.0,3,8.0
Грудинка Мясная Ферма копчено-вареная 150г,4310735,шт,1.0,4.91,7834,175.99,150 г,150.0,13.0,33.0,0.0,350.0,4,7.0
Колбаса Вязанка Молокуша вареная 450г,4277253,шт,1.0,4.92,31880,299.99,450 г,450.0,11.0,14.0,0.0,170.0,3,6.33
Паштет Вкус & Польза с печенью индейки и грушей запеченный 160г,4360954,шт,1.0,4.79,797,,160 г,160.0,11.0,32.0,0.0,330.0,7,8.0
Пшено Селяночка шлифованное 800г,4169052,шт,1.0,4.91,5709,91.99,800 г,800.0,3.3,11.5,66.5,340.0,8,8.0
Печенье Bombbar Шоколадный Брауни 40г,4308287,шт,1.0,4.91,4638,107.99,40 г,40.0,25.0,10.5,13.0,271.0,4,7.67
Молоко Красная Цена ультрапастеризованное 3.2% БЗМЖ 970мл,2069612,шт,1.0,4.92,34277,84.99,970 мл,970.0,3.0,3.2,4.7,60.0,6,8.0
Паштет Мясная Ферма печеночный со вкусом гусиного мяса 200г,4173495,шт,1.0,4.81,4104,,200 г,200.0,10.0,25.0,5.0,285.0,6,5.67
Мороженое Maxiduo Соленая Карамель 6% БЗМЖ 94г,4343388,шт,1.0,4.83,2023,98.99,94 г,94.0,3.3,13.8,42.0,305.0,3,6.67
Скумбрия Fish House холодного копчения 300г,3444350,шт,1.0,4.8,11958,,300 г,300.0,18.0,13.0,0.0,189.0,4,8.0
Хек Fish House медальон филе без кожи замороженный 600г,3658779,шт,1.0,4.82,2471,619.99,600 г,600.0,16.0,1.0,0.0,73.0,7,8.33
Кофе Ambassador Nero в зернах 1кг,3472968,шт,1.0,4.88,2954,969.99,1 кг,1000.0,0.0,0.0,0.0,0.0,2,6.33
Молоко сгущенное Алексеевское цельное с сахаром 8.5% БЗМЖ 270г,3332809,шт,1.0,4.94,9122,149.99,270 г,270.0,7.0,8.5,56.0,330.0,3,8.0
Колбаса Черный Кабан Балыковая варено-копченая 190г,4345586,шт,1.0,4.88,2499,149.99,190 г,190.0,17.0,18.0,0.0,230.0,4,5.0
Мука Селяночка Блинная классическая 1кг,4090118,шт,1.0,4.91,4060,69.99,1 кг,1000.0,10.0,2.0,65.0,317.0,5,8.0
Творог Станция Молочная 5% БЗМЖ 180г,4065775,шт,1.0,4.92,8232,82.99,180 г,180.0,16.0,5.0,3.0,121.0,7,8.0
Напиток Nemoloko Банановый на соевой основе 1л,4347755,шт,1.0,4.79,576,,1 л,1000.0,2.0,1.0,4.0,33.0,4,8.0
